gene,pathway_id,pathway_name,pmids,source_url
AURKA,R-SSC-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-SSC-3700989
ATR,R-SSC-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-SSC-3700989
EGFR,R-DME-881907,Gastrin-CREB signalling pathway via PKC and MAPK,,https://reactome.org/content/detail/R-DME-881907
PIK3CA,R-CFA-5654695,PI-3K cascade:FGFR2,,https://reactome.org/content/detail/R-CFA-5654695
PARP1,R-CFA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,,https://reactome.org/content/detail/R-CFA-110373
KRAS,R-CFA-5654699,SHC-mediated cascade:FGFR2,,https://reactome.org/content/detail/R-CFA-5654699
KRAS,R-CFA-5654712,FRS-mediated FGFR4 signaling,,https://reactome.org/content/detail/R-CFA-5654712
PIK3CA,R-CFA-912526,Interleukin receptor SHC signaling,,https://reactome.org/content/detail/R-CFA-912526
CCNE1,R-BTA-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-BTA-3700989
MDM2,R-BTA-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-BTA-3700989
ATM,R-BTA-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-BTA-3700989
TP53,R-BTA-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-BTA-3700989
AURKA,R-BTA-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-BTA-3700989
ATR,R-BTA-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-BTA-3700989
PIK3CA,R-GGA-5654689,PI-3K cascade:FGFR1,,https://reactome.org/content/detail/R-GGA-5654689
PIK3CA,R-GGA-912526,Interleukin receptor SHC signaling,,https://reactome.org/content/detail/R-GGA-912526
ATM,R-SSC-5693579,Homologous DNA Pairing and Strand Exchange,,https://reactome.org/content/detail/R-SSC-5693579
PIK3CA,R-BTA-912526,Interleukin receptor SHC signaling,,https://reactome.org/content/detail/R-BTA-912526
PIK3CA,R-MMU-190236,Signaling by FGFR,,https://reactome.org/content/detail/R-MMU-190236
KRAS,R-MMU-190236,Signaling by FGFR,,https://reactome.org/content/detail/R-MMU-190236
PIK3CA,R-MMU-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-MMU-166520
KRAS,R-MMU-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-MMU-166520
WEE1,R-BTA-69242,S Phase,,https://reactome.org/content/detail/R-BTA-69242
CDK4,R-BTA-69242,S Phase,,https://reactome.org/content/detail/R-BTA-69242
CCNE1,R-BTA-69242,S Phase,,https://reactome.org/content/detail/R-BTA-69242
PIK3CA,R-RNO-201556,Signaling by ALK,,https://reactome.org/content/detail/R-RNO-201556
PIK3CA,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,15099567; 21799019,https://reactome.org/content/detail/R-HSA-2454202
KRAS,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,15099567; 21799019,https://reactome.org/content/detail/R-HSA-2454202
PIK3CA,R-DRE-5654710,PI-3K cascade:FGFR3,,https://reactome.org/content/detail/R-DRE-5654710
PIK3CA,R-XTR-5654710,PI-3K cascade:FGFR3,,https://reactome.org/content/detail/R-XTR-5654710
CCNE1,R-XTR-1538133,G0 and Early G1,,https://reactome.org/content/detail/R-XTR-1538133
PTEN,R-XTR-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-XTR-202424
WEE1,R-RNO-69242,S Phase,,https://reactome.org/content/detail/R-RNO-69242
CDK4,R-RNO-69242,S Phase,,https://reactome.org/content/detail/R-RNO-69242
CCNE1,R-RNO-69242,S Phase,,https://reactome.org/content/detail/R-RNO-69242
PIK3CA,R-MMU-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-MMU-202424
PTEN,R-MMU-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-MMU-202424
PIK3CA,R-MMU-389357,CD28 dependent PI3K/Akt signaling,,https://reactome.org/content/detail/R-MMU-389357
MYC,R-HSA-195721,Signaling by WNT,17143292; 19619488; 23256519; 22952392; 17230199; 10858654; 16099039; 18710302; 12967557; 19204114; 20576942; 19530173; 19365405,https://reactome.org/content/detail/R-HSA-195721
KRAS,R-HSA-195721,Signaling by WNT,17143292; 19619488; 23256519; 22952392; 17230199; 10858654; 16099039; 18710302; 12967557; 19204114; 20576942; 19530173; 19365405,https://reactome.org/content/detail/R-HSA-195721
KRAS,R-BTA-5654700,FRS-mediated FGFR2 signaling,,https://reactome.org/content/detail/R-BTA-5654700
KRAS,R-CFA-5654693,FRS-mediated FGFR1 signaling,,https://reactome.org/content/detail/R-CFA-5654693
CDK4,R-SSC-75815,Ubiquitin-dependent degradation of Cyclin D,,https://reactome.org/content/detail/R-SSC-75815
KRAS,R-SSC-5654693,FRS-mediated FGFR1 signaling,,https://reactome.org/content/detail/R-SSC-5654693
PARP1,R-SSC-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,https://reactome.org/content/detail/R-SSC-2173795
KRAS,R-RNO-5654700,FRS-mediated FGFR2 signaling,,https://reactome.org/content/detail/R-RNO-5654700
CHK1,R-GGA-8953750,Transcriptional Regulation by E2F6,,https://reactome.org/content/detail/R-GGA-8953750
PIK3CA,R-BTA-202733,Cell surface interactions at the vascular wall,,https://reactome.org/content/detail/R-BTA-202733
KRAS,R-BTA-202733,Cell surface interactions at the vascular wall,,https://reactome.org/content/detail/R-BTA-202733
CHK1,R-HSA-8953750,Transcriptional Regulation by E2F6,12004135; 9689056; 9501179; 9704927; 15574595; 12101104; 21596310; 12909625; 23954429; 27160911,https://reactome.org/content/detail/R-HSA-8953750
PIK3CA,R-DRE-5654720,PI-3K cascade:FGFR4,,https://reactome.org/content/detail/R-DRE-5654720
KRAS,R-DRE-5621575,CD209 (DC-SIGN) signaling,,https://reactome.org/content/detail/R-DRE-5621575
KRAS,R-DRE-881907,Gastrin-CREB signalling pathway via PKC and MAPK,,https://reactome.org/content/detail/R-DRE-881907
PARP1,R-MMU-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,,https://reactome.org/content/detail/R-MMU-110373
EGFR,R-MMU-8863795,Downregulation of ERBB2 signaling,,https://reactome.org/content/detail/R-MMU-8863795
PARP1,R-MMU-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,https://reactome.org/content/detail/R-MMU-2173795
EGFR,R-XTR-182971,EGFR downregulation,,https://reactome.org/content/detail/R-XTR-182971
PIK3CA,R-SSC-201556,Signaling by ALK,,https://reactome.org/content/detail/R-SSC-201556
KRAS,R-CFA-5654700,FRS-mediated FGFR2 signaling,,https://reactome.org/content/detail/R-CFA-5654700
PIK3CA,R-CFA-201556,Signaling by ALK,,https://reactome.org/content/detail/R-CFA-201556
EGFR,R-RNO-8863795,Downregulation of ERBB2 signaling,,https://reactome.org/content/detail/R-RNO-8863795
PIK3CA,R-RNO-389357,CD28 dependent PI3K/Akt signaling,,https://reactome.org/content/detail/R-RNO-389357
PARP1,R-RNO-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,https://reactome.org/content/detail/R-RNO-2173795
PARP1,R-HSA-5696395,Formation of Incision Complex in GG-NER,11511374; 14517266; 17466626; 16491090; 23038248; 15590680; 17000769; 17948053; 19940136; 9716411,https://reactome.org/content/detail/R-HSA-5696395
MDM2,R-HSA-8941858,Regulation of RUNX3 expression and activity,23333304; 20100835; 18767071; 26004068; 20176475; 27048832; 15156175; 18850007; 19808967; 15138260,https://reactome.org/content/detail/R-HSA-8941858
PIK3CA,R-HSA-451927,Interleukin-2 family signaling,18817510; 19543225; 25200249,https://reactome.org/content/detail/R-HSA-451927
PIK3CA,R-RNO-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-RNO-166520
KRAS,R-RNO-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-RNO-166520
ATM,R-HSA-3371556,Cellular response to heat stress,8441385; 8455624,https://reactome.org/content/detail/R-HSA-3371556
ATR,R-HSA-3371556,Cellular response to heat stress,8441385; 8455624,https://reactome.org/content/detail/R-HSA-3371556
PIK3CA,R-GGA-5654695,PI-3K cascade:FGFR2,,https://reactome.org/content/detail/R-GGA-5654695
EGFR,R-GGA-9006927,Signaling by Non-Receptor Tyrosine Kinases,,https://reactome.org/content/detail/R-GGA-9006927
EGFR,R-GGA-8848021,Signaling by PTK6,,https://reactome.org/content/detail/R-GGA-8848021
ATM,R-BTA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,,https://reactome.org/content/detail/R-BTA-5693565
TP53,R-BTA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,,https://reactome.org/content/detail/R-BTA-5693565
KRAS,R-MMU-187687,Signalling to ERKs,,https://reactome.org/content/detail/R-MMU-187687
PIK3CA,R-DRE-5654738,Signaling by FGFR2,,https://reactome.org/content/detail/R-DRE-5654738
KRAS,R-DRE-5654738,Signaling by FGFR2,,https://reactome.org/content/detail/R-DRE-5654738
CDK4,R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274),29160310,https://reactome.org/content/detail/R-HSA-9929491
PARP1,R-HSA-73933,Resolution of Abasic Sites (AP sites),7608159; 9207062; 9804798; 8978692; 9214649; 11440997; 11601988; 19329425; 15556996; 17395641; 15871698; 15260972; 16982218,https://reactome.org/content/detail/R-HSA-73933
PIK3CA,R-DRE-5654689,PI-3K cascade:FGFR1,,https://reactome.org/content/detail/R-DRE-5654689
KRAS,R-DRE-5654719,SHC-mediated cascade:FGFR4,,https://reactome.org/content/detail/R-DRE-5654719
MDM2,R-BTA-399719,Trafficking of AMPA receptors,,https://reactome.org/content/detail/R-BTA-399719
ATM,R-BTA-5633008,TP53 Regulates Transcription of Cell Death Genes,,https://reactome.org/content/detail/R-BTA-5633008
KRAS,R-BTA-187687,Signalling to ERKs,,https://reactome.org/content/detail/R-BTA-187687
MDM2,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,,https://reactome.org/content/detail/R-HSA-112314
KRAS,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,,https://reactome.org/content/detail/R-HSA-112314
PIK3CA,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",9367159; 18753295; 19896968; 23758345; 25495341; 19805105; 21827948; 9211928; 12422219; 17245604; 15464023; 16979564; 19576174; 16456541; 17200115,https://reactome.org/content/detail/R-HSA-6811558
EGFR,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",9367159; 18753295; 19896968; 23758345; 25495341; 19805105; 21827948; 9211928; 12422219; 17245604; 15464023; 16979564; 19576174; 16456541; 17200115,https://reactome.org/content/detail/R-HSA-6811558
AURKA,R-SSC-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,,https://reactome.org/content/detail/R-SSC-8854050
PIK3CA,R-SSC-190236,Signaling by FGFR,,https://reactome.org/content/detail/R-SSC-190236
KRAS,R-SSC-190236,Signaling by FGFR,,https://reactome.org/content/detail/R-SSC-190236
ATM,R-CFA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),,https://reactome.org/content/detail/R-CFA-5693567
ATR,R-CFA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),,https://reactome.org/content/detail/R-CFA-5693567
ATM,R-CFA-5693537,Resolution of D-Loop Structures,,https://reactome.org/content/detail/R-CFA-5693537
ATM,R-CFA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,,https://reactome.org/content/detail/R-CFA-5693568
PARP1,R-RNO-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,,https://reactome.org/content/detail/R-RNO-110373
MYC,R-SSC-5688426,Deubiquitination,,https://reactome.org/content/detail/R-SSC-5688426
MDM2,R-SSC-5688426,Deubiquitination,,https://reactome.org/content/detail/R-SSC-5688426
PTEN,R-SSC-5688426,Deubiquitination,,https://reactome.org/content/detail/R-SSC-5688426
TP53,R-SSC-5688426,Deubiquitination,,https://reactome.org/content/detail/R-SSC-5688426
PIK3CA,R-XTR-5654720,PI-3K cascade:FGFR4,,https://reactome.org/content/detail/R-XTR-5654720
EGFR,R-GGA-8863795,Downregulation of ERBB2 signaling,,https://reactome.org/content/detail/R-GGA-8863795
PTEN,R-GGA-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-GGA-5689896
PIK3CA,R-BTA-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-BTA-202424
PTEN,R-BTA-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-BTA-202424
ATM,R-MMU-5693537,Resolution of D-Loop Structures,,https://reactome.org/content/detail/R-MMU-5693537
ATM,R-MMU-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,,https://reactome.org/content/detail/R-MMU-5693568
PTEN,R-DDI-8948747,Regulation of PTEN localization,,https://reactome.org/content/detail/R-DDI-8948747
PTEN,R-DDI-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-DDI-202424
PIK3CA,R-RNO-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-RNO-202424
PTEN,R-RNO-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-RNO-202424
PARP1,R-SSC-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,,https://reactome.org/content/detail/R-SSC-110373
KRAS,R-SSC-5673000,RAF activation,,https://reactome.org/content/detail/R-SSC-5673000
KRAS,R-SSC-187687,Signalling to ERKs,,https://reactome.org/content/detail/R-SSC-187687
ATM,R-RNO-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,,https://reactome.org/content/detail/R-RNO-5693568
ATM,R-RNO-5693537,Resolution of D-Loop Structures,,https://reactome.org/content/detail/R-RNO-5693537
EGFR,R-RNO-157118,Signaling by NOTCH,,https://reactome.org/content/detail/R-RNO-157118
KRAS,R-RNO-187687,Signalling to ERKs,,https://reactome.org/content/detail/R-RNO-187687
ATM,R-BTA-5693606,DNA Double Strand Break Response,,https://reactome.org/content/detail/R-BTA-5693606
TP53,R-BTA-5693606,DNA Double Strand Break Response,,https://reactome.org/content/detail/R-BTA-5693606
PIK3CA,R-BTA-4420097,VEGFA-VEGFR2 Pathway,,https://reactome.org/content/detail/R-BTA-4420097
KRAS,R-BTA-4420097,VEGFA-VEGFR2 Pathway,,https://reactome.org/content/detail/R-BTA-4420097
PIK3CA,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",9766809; 10450743,https://reactome.org/content/detail/R-HSA-512988
AURKA,R-HSA-4615885,SUMOylation of DNA replication proteins,22812528; 16368276; 22918591; 22732495; 17031663,https://reactome.org/content/detail/R-HSA-4615885
CCNE1,R-CFA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,,https://reactome.org/content/detail/R-CFA-6791312
KRAS,R-DRE-5654699,SHC-mediated cascade:FGFR2,,https://reactome.org/content/detail/R-DRE-5654699
ATM,R-DRE-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,,https://reactome.org/content/detail/R-DRE-5693568
ATM,R-DRE-5693537,Resolution of D-Loop Structures,,https://reactome.org/content/detail/R-DRE-5693537
KRAS,R-DRE-5654688,SHC-mediated cascade:FGFR1,,https://reactome.org/content/detail/R-DRE-5654688
KRAS,R-DRE-5654706,FRS-mediated FGFR3 signaling,,https://reactome.org/content/detail/R-DRE-5654706
PIK3CA,R-DRE-389357,CD28 dependent PI3K/Akt signaling,,https://reactome.org/content/detail/R-DRE-389357
TP53,R-DRE-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-DRE-5689896
PIK3CA,R-GGA-389357,CD28 dependent PI3K/Akt signaling,,https://reactome.org/content/detail/R-GGA-389357
MYC,R-GGA-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-GGA-5689880
MDM2,R-GGA-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-GGA-5689880
PTEN,R-GGA-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-GGA-5689880
PARP1,R-XTR-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,https://reactome.org/content/detail/R-XTR-2173795
PIK3CA,R-CFA-190236,Signaling by FGFR,,https://reactome.org/content/detail/R-CFA-190236
KRAS,R-CFA-190236,Signaling by FGFR,,https://reactome.org/content/detail/R-CFA-190236
ATM,R-BTA-5693537,Resolution of D-Loop Structures,,https://reactome.org/content/detail/R-BTA-5693537
ATM,R-BTA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,,https://reactome.org/content/detail/R-BTA-5693568
MDM2,R-BTA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",,https://reactome.org/content/detail/R-BTA-399721
MYC,R-RNO-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-RNO-5689880
PTEN,R-RNO-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-RNO-5689880
TP53,R-RNO-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-RNO-5689880
KRAS,R-RNO-375165,NCAM signaling for neurite out-growth,,https://reactome.org/content/detail/R-RNO-375165
EGFR,R-DME-8863795,Downregulation of ERBB2 signaling,,https://reactome.org/content/detail/R-DME-8863795
CDK4,R-DME-3214858,RMTs methylate histone arginines,,https://reactome.org/content/detail/R-DME-3214858
KRAS,R-CFA-9648002,RAS processing,,https://reactome.org/content/detail/R-CFA-9648002
PARP1,R-CFA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,https://reactome.org/content/detail/R-CFA-2173795
CDK6,R-BTA-2559582,Senescence-Associated Secretory Phenotype (SASP),,https://reactome.org/content/detail/R-BTA-2559582
CDK4,R-BTA-2559582,Senescence-Associated Secretory Phenotype (SASP),,https://reactome.org/content/detail/R-BTA-2559582
PIK3CA,R-SSC-4420097,VEGFA-VEGFR2 Pathway,,https://reactome.org/content/detail/R-SSC-4420097
KRAS,R-SSC-4420097,VEGFA-VEGFR2 Pathway,,https://reactome.org/content/detail/R-SSC-4420097
CDK4,R-HSA-3214858,RMTs methylate histone arginines,19150423; 23235912,https://reactome.org/content/detail/R-HSA-3214858
ATM,R-CFA-6804756,Regulation of TP53 Activity through Phosphorylation,,https://reactome.org/content/detail/R-CFA-6804756
ATR,R-CFA-6804756,Regulation of TP53 Activity through Phosphorylation,,https://reactome.org/content/detail/R-CFA-6804756
PIK3CA,R-CFA-4420097,VEGFA-VEGFR2 Pathway,,https://reactome.org/content/detail/R-CFA-4420097
KRAS,R-CFA-4420097,VEGFA-VEGFR2 Pathway,,https://reactome.org/content/detail/R-CFA-4420097
MDM2,R-MMU-399719,Trafficking of AMPA receptors,,https://reactome.org/content/detail/R-MMU-399719
PIK3CA,R-DRE-5654695,PI-3K cascade:FGFR2,,https://reactome.org/content/detail/R-DRE-5654695
KRAS,R-DRE-5654712,FRS-mediated FGFR4 signaling,,https://reactome.org/content/detail/R-DRE-5654712
EGFR,R-BTA-182971,EGFR downregulation,,https://reactome.org/content/detail/R-BTA-182971
PIK3CA,R-BTA-2029485,Role of phospholipids in phagocytosis,,https://reactome.org/content/detail/R-BTA-2029485
PIK3CA,R-GGA-114604,GPVI-mediated activation cascade,,https://reactome.org/content/detail/R-GGA-114604
PIK3CA,R-GGA-201556,Signaling by ALK,,https://reactome.org/content/detail/R-GGA-201556
CHK1,R-HSA-69613,p53-Independent G1/S DNA Damage Checkpoint,10827953; 11698191; 19075564; 11298456; 10229703; 23495935,https://reactome.org/content/detail/R-HSA-69613
CHK1,R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,10828887; 10827953; 11256629; 11298456; 14603323; 14681206; 12963847; 18167338; 11698191; 19734889; 20348946; 21252624; 23495935,https://reactome.org/content/detail/R-HSA-69601
