n1.name,n1.identifier,n2.name,n2.identifier,r.cell_line,r.pubmed_id,r.source,r.statistic_score,is_lethal
GRK1,6011,MYC,4609,SKCM,22623531,Text Mining,0.4,True
MRVI1,10335,MYC,4609,HMEC,22157079,GenomeRNAi,0.551,True
ANTXR2,118429,PTEN,5728,,26427375,Computational Prediction,0.3,True
APOD,347,TP53,7157,,26427375,Computational Prediction,0.3,True
C6orf163,206412,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.458,True
CALML4,91860,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
ECH1,1891,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.479,True
ABCC10,89845,ATR,545,MIAPaCa-2;MIAPaCa-2;MIAPaCa-2;MIAPaCa-2,19519883,GenomeRNAi,0.62,True
ABCC10,89845,AURKA,6790,HeLa;MIAPaCa-2;MIAPaCa-2,17000754;19519883,GenomeRNAi,0.605,True
AHCY,191,KRAS,3845,COAD,19490893,Text Mining,0.6,True
OR4E2,26686,KRAS,3845,COAD,19490893,Text Mining,0.6,True
FZD6,8323,TP53,7157,,26427375,Computational Prediction,0.3,True
CHD1,1105,MYC,4609,HMEC,22157079,GenomeRNAi,0.545,True
SLC22A2,6582,PTEN,5728,,26427375,Computational Prediction,0.3,True
CYP2D6,1565,MYC,4609,HMEC,22157079,GenomeRNAi,0.542,True
CRY2,1408,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
PCSK2,5126,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CDC42BPA,8476,TP53,7157,,27438146,Computational Prediction,0.3,True
CEP20,123811,MYC,4609,HMEC,22157079,GenomeRNAi,0.554,True
ABCG2,9429,AURKA,6790,HeLa,17000754,GenomeRNAi,0.5,True
PRKAG3,53632,PTEN,5728,,26427375,Computational Prediction,0.3,True
MEPE,56955,MYC,4609,HMEC,22157079,GenomeRNAi,0.53,True
LRRC34,151827,TP53,7157,,26427375,Computational Prediction,0.3,True
CAB39,51719,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.44,True
BARD1,580,MYC,4609,HMEC,22157079,GenomeRNAi,0.557,True
GIMAP2,26157,KRAS,3845,COAD,19490893,Text Mining,0.6,True
PTCH1,5727,TP53,7157,,23728082,Computational Prediction,0.3,True
ELP4,26610,MYC,4609,HMEC,22157079,GenomeRNAi,0.554,True
GNPNAT1,64841,MYC,4609,HMEC,22157079,GenomeRNAi,0.53,True
SERPINA4,5267,PTEN,5728,,26427375,Computational Prediction,0.3,True
DCBLD2,131566,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.446,True
OTOF,9381,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CMTR1,23070,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.464,True
IFNA6,3443,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.44,True
MON1B,22879,PTEN,5728,,26427375,Computational Prediction,0.3,True
COL5A3,50509,MYC,4609,HMEC,22157079,GenomeRNAi,0.551,True
COL5A3,50509,KRAS,3845,COAD,19490893,Text Mining,0.6,True
ZFHX3,463,PTEN,5728,,26427375,Computational Prediction,0.3,True
EZH2,2146,TP53,7157,MDA-MB-231 breast cancer_D001943,25261849,Text Mining,0.1775,True
NCAPG,64151,KRAS,3845,COAD,19490893,Text Mining,0.6,True
RHBDL2,54933,KRAS,3845,COAD,19490893,Text Mining,0.6,True
GNE,10020,PTEN,5728,,26427375,Computational Prediction,0.3,True
CLDN10,9071,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
IL22RA2,116379,KRAS,3845,COAD,19490893,Text Mining,0.6,True
VNN1,8876,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CTSD,1509,MYC,4609,SKCM,22623531,Text Mining,0.4,True
UPF1,5976,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CYP11B1,1584,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CYP11B1,1584,TP53,7157,,26427375,Computational Prediction,0.3,True
IAPP,3375,TP53,7157,hepatocellular carcinoma_D006528,18202802,Text Mining,0.1775,True
CIR1,9541,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.44,True
ODAM,54959,PTEN,5728,,26427375,Computational Prediction,0.3,True
CRNN,49860,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CDH11,1009,TP53,7157,,27438146,Computational Prediction,0.3,True
SLA,6503,TP53,7157,,26427375,Computational Prediction,0.3,True
LYZL4,131375,MYC,4609,HMEC,22157079,GenomeRNAi,0.536,True
BOD1L1,259282,MYC,4609,HMEC,22157079,GenomeRNAi,0.551,True
EPHA5,2044,PTEN,5728,,26427375,Computational Prediction,0.3,True
EPHA5,2044,ATM,472,,26427375,Computational Prediction,0.3,True
FAM135B,51059,TP53,7157,,26427375,Computational Prediction,0.3,True
C9orf57,138240,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
ZNF260,339324,KRAS,3845,COAD,19490893,Text Mining,0.6,True
POLM,27434,KRAS,3845,COAD,19490893,Text Mining,0.6,True
APP,351,TP53,7157,,23728082,Computational Prediction,0.3,True
HMGB1,3146,TP53,7157,,23728082,Computational Prediction,0.3,True
ABCA10,10349,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.455,True
FAM167A,83648,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.449,True
TMEM135,65084,KRAS,3845,COAD,19490893,Text Mining,0.6,True
DENND3,22898,TP53,7157,,26427375,Computational Prediction,0.3,True
GPR157,80045,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CARHSP1,23589,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.482,True
CTNNA1,1495,KRAS,3845,COAD,19490893,Text Mining,0.6,True
HMGA1,3159,PARP1,142,K562,31300006,CRISPR/CRISPRi,0.85,True
DPAGT1,1798,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.446,True
DUS2,54920,MYC,4609,HMEC,22157079,GenomeRNAi,0.551,True
ADAMTS14,140766,KRAS,3845,COAD,22613949,Text Mining,0.6,True
DNAJC6,9829,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.449,True
CXXC1,30827,MYC,4609,SKCM,22623531,Text Mining,0.4,True
HS3ST5,222537,KRAS,3845,COAD,19490893,Text Mining,0.6,True
PSMD9,5715,TP53,7157,small-cell lung cancer;hepatocellular carcinoma;Breast Cancer_D055752;D006528;D001943,23470565;21499307;19654313,Text Mining,0.2731,True
SLC25A26,115286,MYC,4609,SKCM,22623531,Text Mining,0.4,True
RPP25L,138716,KRAS,3845,COAD,19490893,Text Mining,0.6,True
LRTM1,57408,PTEN,5728,,26427375,Computational Prediction,0.3,True
RMI2,116028,KRAS,3845,COAD,19490893,Text Mining,0.6,True
FASN,2194,MYC,4609,HMEC,22157079,GenomeRNAi,0.503,True
FASN,2194,TP53,7157,cancer_D009369,17168665,Text Mining,0.1775,True
ADAMTSL5,339366,KRAS,3845,COAD,19490893,Text Mining,0.6,True
MYC,4609,NMBR,4829,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,PRIMA1,145270,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,RNF17,56163,HMEC,22157079,GenomeRNAi,0.506,True
MYC,4609,TLR6,10333,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,RANBP9,10048,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,OR51V1,283111,HMEC,22157079,GenomeRNAi,0.509,True
MYC,4609,RAD51B,5890,HMEC;cancer_D009369,22157079;20940401,GenomeRNAi;Text Mining,0.5875,True
MYC,4609,TBL1X,6907,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,RSPH1,89765,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,WDSUB1,151525,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,N6AMT1,29104,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,PPP2R5E,5529,HMEC,22157079,GenomeRNAi,0.524,True
MYC,4609,RPS27,6232,HMEC,22157079,GenomeRNAi,0.56,True
MYC,4609,SYT16,83851,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,RAP1A,5906,HMEC;HMEC,22157079,GenomeRNAi,0.608,True
MYC,4609,ZNF177,7730,HMEC,22157079,GenomeRNAi,0.521,True
MYC,4609,TOMM34,10953,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,SEL1L,6400,HMEC,22157079,GenomeRNAi,0.5,True
MYC,4609,PRMT8,56341,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,PRKAB1,5564,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,PIGN,23556,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,RLF,6018,HMEC,22157079,GenomeRNAi,0.521,True
MYC,4609,RGMB,285704,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,NFKB1,4790,colorectal cancer_D015179,16326109,Text Mining,0.1775,True
MYC,4609,PDK3,5165,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,POMC,5443,HMEC,22157079,GenomeRNAi,0.515,True
MYC,4609,NCAM1,4684,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,SRSF8,10929,HMEC,22157079,GenomeRNAi,0.53,True
MYC,4609,OR52J3,119679,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,TPX2,22974,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,PARP1,142,,29180466,Text Mining,0.2,True
MYC,4609,UBE2O,63893,,22157079,Low Throughput,0.8,True
MYC,4609,TUBGCP3,10426,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,TOLLIP,54472,HMEC,22157079,GenomeRNAi,0.542,True
MYC,4609,GSK3B,2932,,25495526,Low Throughput,0.8,True
MYC,4609,AURKB,9212,,27655641,RNAi Screen,0.75,True
MYC,4609,ZPLD1,131368,HMEC,22157079,GenomeRNAi,0.56,True
MYC,4609,ZYX,7791,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,RNF138,51444,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,PTPA,5524,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,LMTK3,114783,,25495526,Low Throughput,0.8,True
MYC,4609,PCGF6,84108,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,TM9SF4,9777,HMEC,22157079,GenomeRNAi,0.497,True
MYC,4609,RHOBTB1,9886,,22157079,Low Throughput,0.8,True
MYC,4609,VSIG4,11326,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,YBX2,51087,HMEC,22157079,GenomeRNAi,0.536,True
MYC,4609,SPATA2L,124044,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,PTEN,5728,HMEC,22157079,GenomeRNAi,0.497,True
MYC,4609,TBC1D1,23216,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,NACA,4666,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,XRCC2,7516,cancer_D009369,20940401,Text Mining,0.1775,True
MYC,4609,RB1CC1,9821,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,SAC3D1,29901,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,TMEM126B,55863,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,TRPC4,7223,HMEC,22157079,GenomeRNAi,0.53,True
MYC,4609,SPATA21,374955,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,OR52B6,340980,HMEC,22157079,GenomeRNAi,0.533,True
MYC,4609,SARM1,23098,HMEC,22157079,GenomeRNAi,0.518,True
MYC,4609,USP38,84640,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,SNRPF,6636,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,RAPGEF6,51735,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,PEA15,8682,HMEC,22157079,GenomeRNAi,0.536,True
MYC,4609,SAE1,10055,,22157079,Low Throughput,0.8,True
MYC,4609,RPL10A,4736,HMEC,22157079,GenomeRNAi,0.536,True
MYC,4609,RSU1,6251,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,WSCD1,23302,,29959327,Computational Prediction,0.3,True
MYC,4609,TNFRSF10B,8795,Human cancer,15144957,Synlethality,0.75,True
MYC,4609,NFYB,4801,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,NTRK2,4915,HMEC,22157079,GenomeRNAi,0.5,True
MYC,4609,SLFN5,162394,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,ORM2,5005,HMEC,22157079,GenomeRNAi,0.503,True
MYC,4609,TNFSF10,8743,,30266755,Text Mining,0.2,True
MYC,4609,SLC35A3,23443,HMEC,22157079,GenomeRNAi,0.503,True
MYC,4609,TRIM44,54765,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,SCN3B,55800,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,SLC24A3,57419,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,RPS23,6228,HMEC,22157079,GenomeRNAi,0.494,True
MYC,4609,VRK2,7444,HMEC,22157079,GenomeRNAi,0.527,True
MYC,4609,PIK3CA,5290,cancer_D009369;lymphoma_D008223,18059185;22030621,Text Mining,0.56,True
MYC,4609,TRAPPC5,126003,HMEC,22157079,GenomeRNAi,0.542,True
MYC,4609,ZNF146,7705,HMEC,22157079,GenomeRNAi,0.56,True
MYC,4609,OR4C3,256144,HMEC,22157079,GenomeRNAi,0.542,True
MYC,4609,SUMO3,6612,HMEC,22157079,GenomeRNAi,0.533,True
MYC,4609,ZNF592,9640,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,ZBTB26,57684,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,UTS2,10911,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,PRND,23627,HMEC,22157079,GenomeRNAi,0.524,True
MYC,4609,RB1,5925,cancer_D009369;retinoblastoma tumor_D012175,19075675;19802012,Text Mining,0.1775,True
MYC,4609,OSM,5008,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,ODAM,54959,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,ZNF112,7771,HMEC,22157079,GenomeRNAi,0.533,True
MYC,4609,RAD51,5888,cancer_D009369,20940401,Text Mining,0.304,True
MYC,4609,SLC11A2,4891,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,PRRG2,5639,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,UBE2L6,9246,HMEC,22157079,GenomeRNAi,0.536,True
MYC,4609,TRPS1,7227,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,USP33,23032,,22157079,Low Throughput,0.8,True
MYC,4609,PSKH2,85481,,25495526,Low Throughput,0.8,True
MYC,4609,PIM1,5292,cancer_D009369;myeloproliferative neoplasms_D009369,25564254;24830942,Text Mining,0.4305,True
MYC,4609,WDR82,80335,HMEC,22157079,GenomeRNAi,0.56,True
MYC,4609,TTLL6,284076,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,SCCPDH,51097,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,NAMPT,10135,colorectal cancer_D015179,22190494,Text Mining,0.1775,True
MYC,4609,PITPNB,23760,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,PHF5A,84844,brain tumor;glioblastoma_D001932;D005909,23651857,Text Mining,0.1775,True
MYC,4609,RCAN3,11123,HMEC,22157079,GenomeRNAi,0.53,True
MYC,4609,UBQLN3,50613,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,UBE3B,89910,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,PTPN23,25930,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,PRKCD,5580,,25495526,Low Throughput,0.8,True
MYC,4609,SLC12A9,56996,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,RING1,6015,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,WDR3,10885,HMEC,22157079,GenomeRNAi,0.509,True
MYC,4609,ZNF583,147949,HMEC,22157079,GenomeRNAi,0.527,True
MYC,4609,JADE2,23338,HMEC,22157079,GenomeRNAi,0.53,True
MYC,4609,NPPC,4880,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,ZNF550,162972,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,SLC25A37,51312,HMEC,22157079,GenomeRNAi,0.542,True
MYC,4609,XRCC6,2547,cancer_D009369,20940401,Text Mining,0.1775,True
MYC,4609,BRCA1,672,,26427375,Computational Prediction,0.3,True
MYC,4609,TOMM6,100188893,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,TST,7263,HMEC,22157079,GenomeRNAi,0.446,True
MYC,4609,SPINK14,408187,HMEC,22157079,GenomeRNAi,0.533,True
MYC,4609,SPINK2,6691,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,TUT1,64852,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,SLC7A5,8140,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,ZCCHC7,84186,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,THY1,7070,HMEC,22157079,GenomeRNAi,0.521,True
MYC,4609,SND1,27044,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,TNFRSF9,3604,HMEC,22157079,GenomeRNAi,0.515,True
MYC,4609,TSEN2,80746,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,RAPGEF5,9771,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,ZNF48,197407,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,RAB6B,51560,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,PAK5,57144,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,PLCH1,23007,HMEC,22157079,GenomeRNAi,0.56,True
MYC,4609,UBA2,10054,,22157079,Low Throughput,0.8,True
MYC,4609,AGMO,392636,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,MAP3K13,9175,,26918941,Text Mining,0.2,True
MYC,4609,TTC28,23331,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,SCN1A,6323,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,TRAM2,9697,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,PROC,5624,tumor_D009369,24006065,Text Mining,0.304,True
MYC,4609,NCOR1,9611,,22157079,Low Throughput,0.8,True
MYC,4609,PTGS2,5743,colorectal cancer_D015179,16326109,Text Mining,0.1775,True
MYC,4609,PIWIL4,143689,HMEC,22157079,GenomeRNAi,0.56,True
MYC,4609,SRA1,10011,HMEC,22157079,GenomeRNAi,0.542,True
MYC,4609,RP2,6102,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,WDR47,22911,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,RBM3,5935,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,PHF1,5252,HMEC,22157079,GenomeRNAi,0.542,True
MYC,4609,TREML4,285852,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,OPTN,10133,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,STAMBP,10617,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,SFMBT2,57713,HMEC,22157079,GenomeRNAi,0.536,True
MYC,4609,USP9Y,8287,HMEC,22157079,GenomeRNAi,0.509,True
MYC,4609,TOMM70,9868,HMEC,22157079,GenomeRNAi,0.482,True
MYC,4609,NAE1,8883,A375;A375,23100467,GenomeRNAi,0.575,True
MYC,4609,SNX12,29934,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,PIP4K2B,8396,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,UBE4B,10277,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,UMPS,7372,HMEC,22157079,GenomeRNAi,0.443,True
MYC,4609,RABGGTB,5876,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,PHKG2,5261,,25495526,Low Throughput,0.8,True
MYC,4609,SNX4,8723,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,NDUFB10,4716,,22157079,Low Throughput,0.8,True
MYC,4609,USP8,9101,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,NR2C1,7181,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,VPS8,23355,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,TGM5,9333,HMEC,22157079,GenomeRNAi,0.542,True
MYC,4609,SSNA1,8636,HMEC,22157079,GenomeRNAi,0.5,True
MYC,4609,PSMD9,5715,HMEC;hepatocellular carcinoma_D006528,22157079;21499307,GenomeRNAi;Text Mining,0.5875,True
MYC,4609,VAMP5,10791,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,RTN3,10313,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,CDK16,5127,,25495526,Low Throughput,0.8,True
MYC,4609,SGK2,10110,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,ERN1,2081,,25495526,Low Throughput,0.8,True
MYC,4609,RBBP8,5932,HMEC;HMEC;HMEC;Myc-dependent tumors;breast cancers_D009369;D001943,22157079,GenomeRNAi;Text Mining,0.675,True
MYC,4609,ZNF678,339500,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,SLC26A8,116369,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,SLC43A3,29015,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,PPP3R1,5534,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,P2RY14,9934,HMEC,22157079,GenomeRNAi,0.524,True
MYC,4609,XIAP,331,adenocarcinoma;Lung cancer_D000230;D008175,21543344,Text Mining,0.1775,True
MYC,4609,RGS22,26166,HMEC,22157079,GenomeRNAi,0.521,True
MYC,4609,PRKDC,5591,,25495526,RNAi Screen,0.75,True
MYC,4609,PIM2,11040,cancer_D009369,25564254,Text Mining,0.4305,True
MYC,4609,OTX1,5013,HMEC,22157079,GenomeRNAi,0.44,True
MYC,4609,PRPF8,10594,HMEC,22157079,GenomeRNAi,0.524,True
MYC,4609,ZNF470,388566,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,NMD3,51068,HMEC,22157079,GenomeRNAi,0.536,True
MYC,4609,SMARCA4,6597,cancer_D009369,24362264,Text Mining,0.56,True
MYC,4609,POLR3GL,84265,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,TAX1BP1,8887,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,XRCC4,7518,cancer_D009369,20940401,Text Mining,0.1775,True
MYC,4609,SKP2,6502,hepatocellular carcinoma_D006528,21499307,Text Mining,0.1775,True
MYC,4609,TRMU,55687,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,RAD50,10111,cancer_D009369,20940401,Text Mining,0.1775,True
MYC,4609,SOX4,6659,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,RILP,83547,,29959327,Computational Prediction,0.3,True
MYC,4609,USP37,57695,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,ZFP69,339559,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,TP53,7157,,26427375,Computational Prediction,0.3,True
MYC,4609,RAD51C,5889,cancer_D009369,20940401,Text Mining,0.1775,True
MYC,4609,PTK2,5747,HMEC,22157079,GenomeRNAi,0.545,True
MYC,4609,ZNF614,80110,HMEC,22157079,GenomeRNAi,0.509,True
MYC,4609,OR1S2,219958,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,SYCE2,256126,HMEC,22157079,GenomeRNAi,0.554,True
MYC,4609,MAP3K20,51776,HMEC,22157079,GenomeRNAi,0.539,True
MYC,4609,SLITRK5,26050,HMEC,22157079,GenomeRNAi,0.557,True
MYC,4609,TRIM15,89870,HMEC,22157079,GenomeRNAi,0.551,True
MYC,4609,VANGL1,81839,HMEC,22157079,GenomeRNAi,0.542,True
MYC,4609,PNRC2,55629,HMEC,22157079,GenomeRNAi,0.548,True
MYC,4609,SKAP1,8631,HMEC,22157079,GenomeRNAi,0.542,True
MYC,4609,ST18,9705,HMEC,22157079,GenomeRNAi,0.509,True
MYC,4609,PCNT,5116,HMEC,22157079,GenomeRNAi,0.527,True
LIG3,3980,KRAS,3845,COAD,19490893,Text Mining,0.6,True
LIG3,3980,PARP1,142,BRCA,18832051/18388863,Text Mining,0.4,True
SUV39H1,6839,MYC,4609,SKCM,22623531,Text Mining,0.4,True
SUV39H1,6839,AURKA,6790,,25171417,Computational Prediction,0.3,True
PDLIM5,10611,PTEN,5728,,26427375,Computational Prediction,0.3,True
PDLIM5,10611,ATM,472,,26427375,Computational Prediction,0.3,True
NDN,4692,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CCL2,6347,PTEN,5728,,26427375,Computational Prediction,0.3,True
ARPC3,10094,MYC,4609,HMEC,22157079,GenomeRNAi,0.548,True
CRYGS,1427,TP53,7157,,26427375,Computational Prediction,0.3,True
CDC6,990,KRAS,3845,COAD,22613949,Text Mining,0.6,True
SRC,6714,TP53,7157,,23728082,Computational Prediction,0.3,True
DUSP28,285193,PTEN,5728,,26427375,Computational Prediction,0.3,True
RBBP8,5932,TP53,7157,acute myelogenous leukemia_D015470,23536721,Text Mining,0.1775,True
RAP1A,5906,KRAS,3845,COAD,22613949,Text Mining,0.6,True
ARFGEF2,10564,MYC,4609,SKCM,22623531,Text Mining,0.4,True
HSPD1,3329,KRAS,3845,COAD,19490893,Text Mining,0.6,True
HIPK2,28996,MDM2,4193,Li-Fraumeni Syndrome_D016864,18336191,Text Mining,0.1775,True
HIPK2,28996,TP53,7157,Li-Fraumeni Syndrome_D016864,18336191,Text Mining,0.1775,True
NDRG1,10397,TP53,7157,,26427375,Computational Prediction,0.3,True
IGF2R,3482,MYC,4609,SKCM,22623531,Text Mining,0.4,True
IGF2R,3482,TP53,7157,,27438146,Computational Prediction,0.3,True
MMP9,4318,TP53,7157,,23728082,Computational Prediction,0.3,True
ASPH,444,KRAS,3845,COAD,19490893,Text Mining,0.6,True
KCTD3,51133,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
KCTD3,51133,MYC,4609,HMEC,22157079,GenomeRNAi,0.536,True
DNM3,26052,KRAS,3845,COAD,19490893,Text Mining,0.6,True
POLK,51426,KRAS,3845,COAD,19490893,Text Mining,0.6,True
GMPR,2766,MYC,4609,HMEC,22157079,GenomeRNAi,0.557,True
GALP,85569,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.446,True
TRPC4,7223,PTEN,5728,,26427375,Computational Prediction,0.3,True
GTF2A1L,11036,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.494,True
GRIPAP1,56850,MYC,4609,HMEC,22157079,GenomeRNAi,0.548,True
C2CD2,25966,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.473,True
SDCCAG8,10806,KRAS,3845,COAD,19490893,Text Mining,0.6,True
ZMAT1,84460,KRAS,3845,COAD,19490893,Text Mining,0.6,True
GRINA,2907,TP53,7157,,26427375,Computational Prediction,0.3,True
STON1-GTF2A1L,286749,PTEN,5728,,26427375,Computational Prediction,0.3,True
PPP2R1B,5519,TP53,7157,,23728082,Computational Prediction,0.3,True
LY6K,54742,TP53,7157,,26427375,Computational Prediction,0.3,True
CHRNA2,1135,PTEN,5728,,26427375,Computational Prediction,0.3,True
DTYMK,1841,TP53,7157,colon cancer_D015179,18413751,Text Mining,0.304,True
PLAUR,5329,KRAS,3845,COAD,19490893,Text Mining,0.6,True
POLR2E,5434,MYC,4609,SKCM,22623531,Text Mining,0.4,True
NDC1,55706,KRAS,3845,COAD,19490893,Text Mining,0.6,True
MPIG6B,80739,MYC,4609,HMEC,22157079,GenomeRNAi,0.512,True
WEE2,494551,MYC,4609,SKCM,22623531,Text Mining,0.4,True
DHX15,1665,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.452,True
